courseCode,courseTitle,prefix,credits
2501,History of American Civilization to the Nineteenth Century,HIST,3
2502,History of Modern American Civilization,HIST,3
2602,Religions of the World,HIST,3
2604,The Quest for the Historical Jesus,HIST,3
2901,History I: Pre-Dynastic Through Middle Kingdom Egypt,HIST,3
2902,History II: Middle Kingdom Through New Kingdom Egypt,HIST,3
3105,Big History,HIST,3
3205,Islamic Spain and North Africa (711-1492 A.D.),HIST,3
3206,Urban Landscapes in the Modern Middle East/North Africa,HIST,3
3207,History of Palestine/Israel,HIST,3
3208,Zionism and Modern Judaism,HIST,3
3210,Birth of Muslim Community and Rise of the Arab Caliphates,HIST,3
3211,Caliphs and Sultans in the Age of Crusades and Mongols,HIST,3
3212,"Gunpowder Empires: Ottomans, Safavids and Mughols",HIST,3
3213,"State and Society in the Middle East, 1699-1914",HIST,3
3214,"State and Society in the Middle East, 1906-present",HIST,3
3215,"Zawiyas, Harems, Coffee shops, Everyday Life in the Pre-Modern Mideast",HIST,3
3216,Shi'i Muslims in History,HIST,3
3288,Selected topics in Middle East History,HIST,3
3302,"Violence, War, and Conflict in Modern Africa",HIST,3
3405,"The Middle Ages, the Renaissance and the Reformation",HIST,3
3406,Europe in the Age of Reason,HIST,3
3903,History of Egypt in the Graeco-Roman Era,HIST,3
3904,Societies and Cultures of the Ancient Near East,HIST,3
4000,Honors Thesis,HIST,3
4106,Food in World History,HIST,3
4107,The Environment in World History,HIST,3
4188,Selected Topics in World History,HIST,3
4215,The Marriage Crisis and the Middle East,HIST,3
4216,Social and Political History of Modern Cairo,HIST,3
4217,Colonialism and Imperialism in the Middle East and South Asia,HIST,3
4219,Modern Movements in Islam,HIST,3
4220,"Selected Topics in Middle Eastern History, 600-1250 A. D.",HIST,3
4221,Selected Topics in the History of Islamic Thought and Institutions,HIST,3
4222,Egypt under Nasser,HIST,3
4224,Egypt in the Modern World Market,HIST,3
4288,Selected Topics in the History of the Modern Middle East,HIST,3
4289,"Selected Topics in Middle Eastern History, 1250-1800 A. D.",HIST,3
4290,Selected Topics in Modern Egyptian History,HIST,3
4303,Global Capitalism and Africa: An Economic History,HIST,3
4400,Independent Study,HIST,NULL
4488,Selected Topics in European History,HIST,3
4588,Selected Topics in the History of the United States,HIST,3
4801,Historical Theory and Methodology,HIST,3
4802,Preparation for Thesis Writting,HIST,3
4905,Selected Topics in Coptic Studies,HIST,3
5222,Seminar on the Nineteenth-Century Middle East,HIST,3
5223,Seminar on the Twentieth-Century Middle East,HIST,3
302,Advanced English (for Graduates),ELIN,0
3501,International Finance,INTB,3
4601,International Marketing,INTB,3
5210,Introduction to International Human Rights Law and Critique,LAW,3
5211,International Humanitarian Law,LAW,3
5214,Human Rights in the Middle East,LAW,3
5216,"Economic, Social, and Cultural Rights",LAW,3
5218,International Refugee Law,LAW,3
5219,Human Rights in Africa,LAW,3
5275,Special Topics in International Human Rights Law,LAW,3
5284,Human Rights in Practice,LAW,3
2200,Introduction to Mass Communication,JRMC,3
2201,Media Writing,JRMC,3
2202,Multimedia Writing and Production,JRMC,3
2203,Mass Media Ethics and Responsibility,JRMC,3
2208,Media Literacy in the Digital Age,JRMC,3
2230,Photography Foundations 1,JRMC,3
2250,Global Media Systems,JRMC,3
2270,Online Communication,JRMC,3
2280,Entertainment Media,JRMC,3
2299,Selected Topic for Core Curriculum,JRMC,3
3301,Journalism Editing and Design,JRMC,3
3303,Data for Media,JRMC,3
3305,Introduction to Visual Communication,JRMC,3
3307,Sports Media,JRMC,3
3310,"Public Opinion, Persuasion and Propaganda",JRMC,3
3312,Multimedia Journalism Lab: The Caravan,JRMC,3
3315,Introduction to Advertising,JRMC,3
3320,Mass Communication Research,JRMC,3
3330,Photojournalism and Documentary Practices,JRMC,3
3333,Research for Journalists,JRMC,3
3337,TV Scriptwriting and Production,JRMC,3
3339,Studio Production: AUC TV,JRMC,3
3355,Creative Strategy and Advertising Copywriting,JRMC,3
3366,Online Behavior and Web Analytics,JRMC,3
3380,Digital Storytelling,JRMC,3
3390,Media Economics,JRMC,3
4402,Reporting and Writing in Arabic,JRMC,3
4403,Feature and Magazine Writing,JRMC,3
4405,Advanced Visual Communication,JRMC,3
4406,Internship,JRMC,3
4412,Newsroom Editing and Management,JRMC,3
4415,Public Relations Theory and Techniques,JRMC,3
4420,Media Management,JRMC,3
4425,Integrated Marketing Communication Campaigns Capstone,JRMC,3
4430,Advertising Agency Operations,JRMC,3
4441,Camera and Editing Workshop,JRMC,3
4444,Media Law and Policy,JRMC,3
4460,Audio Production,JRMC,3
4471,Online Journalism,JRMC,3
4480,Multimedia Reporting Capstone,JRMC,3
4482,Media Convergence Capstone,JRMC,3
4490,Special Topics in Mass Communication,JRMC,NULL
4499,Directed Individual Study in Mass Communication,JRMC,NULL
5200,Seminar in Mass  Communication Theory and Literature,JRMC,3
5201,Advanced Reporting and Writing,JRMC,3
5202,Seminar: Current Issues in Mass Communication,JRMC,3
5204,Research Methods in Mass Communication,JRMC,3
5206,Internship,JRMC,3
5240,Reporting Civil Society,JRMC,3
5250,Seminar in International Communication,JRMC,3
5260,Seminar on Electronic Journalism and Arab Society,JRMC,3
5270,Seminar in Mass Communication and National Development,JRMC,3
5271,Digital Journalism,JRMC,3
5280,Television and Digital Broadcasting: Impact and Development,JRMC,3
5288,Comprehensives,JRMC,0
5290,Special Topics,JRMC,3
5299,Research Guidance and Thesis,JRMC,0
1020,Libraries and Learning Technologies,LALT,0
2200,Introduction to Linguistics,LING,3
2201,Languages of the World,LING,3
2210,Principles and Practice of Teaching English,LING,3
2220,Language and Society,LING,3
2230,Language and Communication,LING,3
2299,Selected Topic for Core Curriculum,LING,3
3075,Language in Culture,LING,3
3220,Introduction to Phonetics,LING,3
3320,Language and Politics,LING,3
3330,Introduction to Corpus Linguistics,LING,3
4212,Language and Human Development,LING,3
4410,Introduction to Computational Linguistics,LING,3
4371,Introduction to Public International Law,LAW,3
4375,Introduction to Egyptian and Islamic Law,LAW,3
4378,Introduction to International Human Rights Law,LAW,3
5200,Legal Research and Writing,LAW,3
5201,Jurisprudence,LAW,3
5202,Comparative Law,LAW,3
5203,Law and Economic Development,LAW,3
5205,Islamic Law Reform,LAW,3
5206,Egyptian Legal History,LAW,3
5207,The Law and Practice of the Settlement of International Disputes Between States,LAW,3
5208,International Criminal Law,LAW,3
5209,International Law,LAW,3
5215,Comparative Constitutional Law and Human Rights,LAW,3
5220,Justice: Histories and Theories,LAW,3
5221,Law and Patriarchy,LAW,3
5222,International Economic and Trade Law,LAW,3
5223,International Commercial Arbitration,LAW,3
5224,Comparative Corporate Governance,LAW,3
5225,Securities Regulation Law,LAW,3
5226,Antitrust Law,LAW,3
5227,Graduate Law Seminar,LAW,3
5228,Migration in International Law,LAW,3
5270,Special Topics in Comparative Law,LAW,NULL
5271,Special Topics in International Law,LAW,NULL
5272,Special Topics in Public Law,LAW,NULL
5285,Legal Practice,LAW,3
5299,Research Guidance/Thesis,LAW,0
3201,Management Fundamentals,MGMT,3
3301,Business Law (Commercial & Fiscal),MGMT,3
4202,Managing the Human Capital,MGMT,3
4203,Organization Development,MGMT,3
4402,Business Consultancy,MGMT,3
4970,Special Topics in Management,MGMT,3
4975,Independent Study in Management,MGMT,NULL
5202,Managing Organizations in a Dynamic Environment,MGMT,3
5302,Managing Organizations and the Human Capital,MGMT,3
5303,Organizational Design,MGMT,3
5304,Management of International Business Organizations,MGMT,3
5306,Leadership,MGMT,3
5307,Entrepreneurship and Innovation,MGMT,3
5308,Strategic Management of Innovation,MGMT,3
5309,Technology and Innovation Management,MGMT,3
5370,Selected Topics in Management,MGMT,3
5375,Independent Study in Management,MGMT,NULL
2101,Introduction to Information Systems/Technology,MOIS,3
3201,Management Information Systems and Database Management,MOIS,3
3301,Entrepreneurial IT and Electronic Business,MOIS,3
3401,Human Computer Interaction (HCI),MOIS,3
3501,Geographic Information Systems (GIS),MOIS,3
3601,Decision Support Systems and Business Intelligence,MOIS,3
3701,Marketing Information Systems,MOIS,3
3702,Financial Information Systems,MOIS,3
3703,Accounting Information Systems,MOIS,3
3801,Strategic Information Systems,MOIS,3
4202,Business Information Systems Analysis and Development,MOIS,3
4704,Big Data and Predictive Analysis,MOIS,3
4970,Special Topics in Management of Information Systems,MOIS,3
4975,Independent Study in Management of Information Systems,MOIS,NULL
4999,Internship and Graduation Project,MOIS,3
5201,Information and Communication Technology in Business,MOIS,3
5202,Data Sciences in Business,MOIS,1.5
5211,Information Technologies and Systems,MOIS,1.5
5301,"Systems Analysis, Design, and Implementation",MOIS,3
5302,Decision Support Systems,MOIS,3
5303,Electronic Business: Doing Business in the Digital Economy,MOIS,3
5304,Integrated Technologies and Big Data,MOIS,3
5305,Information Technology Strategy and Entrepreneurship,MOIS,3
5370,Advanced Topics (Next Generation Technologies),MOIS,3
5375,Independent Research in Management of Information Systems/Technology,MOIS,NULL
2101,Principles of Marketing,MKTG,3
3201,Marketing Research,MKTG,3
3202,Consumer-Buyer Behaviour,MKTG,3
3301,Marketing Communications Management,MKTG,3
4203,Advanced Marketing Research,MKTG,3
4302,E-Marketing,MKTG,3
4303,Principles of Public Relations,MKTG,3
4401,Professional Selling,MKTG,3
4501,Services Marketing,MKTG,3
4601,International Marketing,MKTG,3
4602,Marketing Strategy,MKTG,3
4970,Special topics in Marketing,MKTG,3
4975,Independent Study in Marketing,MKTG,NULL
5201,Marketing Management,MKTG,3
5301,Marketing Research Methods,MKTG,3
5304,Global Marketing,MKTG,3
5305,Integrated Marketing Communication,MKTG,3
5306,Strategic Marketing,MKTG,3
5307,Strategic Brand Management,MKTG,3
5370,Contemporary Topics in Marketing,MKTG,3
5375,Independent Study in Contemporary Topics in Marketing,MKTG,NULL
1111,Algebra and Trigonometry,MACT,3
1112,Basic Mathematics for Social Sciences,MACT,3
1121,Calculus I,MACT,3
1122,Calculus II,MACT,3
1221,Statistical Reasoning,MACT,3
1930,Selected Topic for Core Curriculum,MACT,3
2123,Calculus III,MACT,3
2124,Calculus IV,MACT,3
2131,Discrete Mathematics,MACT,3
2132,Linear Algebra,MACT,3
2141,Differential Equations,MACT,3
2146,Optimization I,MACT,3
2222,Statistics for Business,MACT,3
3133,Formal and Mathematical Logic,MACT,3
3142,Introduction to PDE and Boundary-Value Problems,MACT,3
3143,Numerical Methods,MACT,3
3146,Optimization II,MACT,3
3211,Applied Probability,MACT,3
3223,Statistical Inference,MACT,3
3224,Probability and Statistics,MACT,3
3311,Introduction to Financial Mathematics,MACT,3
3940,Seminar in Mathematics,MACT,1
4125,Complex-Function Theory,MACT,3
4126,Real Analysis I,MACT,3
4127,Real Analysis II,MACT,3
4134,Modern Algebra,MACT,3
4135,Graph Theory,MACT,3
4212,Stochastic Processes,MACT,3
4213,Mathematical Modeling with Applications,MACT,3
4231,Applied Regression Methods,MACT,3
4232,Analysis of Time Series Data,MACT,3
4233,Applied Multivariate Analysis,MACT,3
4312,Mathematics of Derivatives Pricing I,MACT,3
4313,Mathematics of Derivatives Pricing II,MACT,3
4314,Financial Modeling,MACT,3
4321,Long-Term Actuarial Mathematics I,MACT,3
4322,Long-Term Actuarial Mathematics II,MACT,3
4331,Short Term Actuarial Mathematics I,MACT,3
4332,Short Term Actuarial Mathematics II,MACT,3
4910,Guided Studies in Mathematics,MACT,NULL
4930,Selected Topics in Mathematics,MACT,3
4931,Selected Topics in Actuarial Science,MACT,3
4950,Practical Internship,MACT,3
4980,Senior Thesis,MACT,3
4990,Enterprise Risk Management,MACT,3
6111,Advanced Numerical Methods,MACT,3
6121,Advanced Probability with Engineering Applications,MACT,3
2112,Strength of Materials,MENG,3
2505,Mechanical Engineering Drawing,MENG,1
3207,Engineering Materials,MENG,3
3209,Fundamentals of Manufacturing Processes,MENG,3
3217,Mechanical and Structural Behavior of Engineering Materials Lab,MENG,1
3402,Quality and Process Control,MENG,3
3446,Engineering and Project Management,MENG,3
3502,Mechanical Systems,MENG,3
3505,Mechanics of Materials,MENG,3
3506,Mechanical Design I,MENG,3
3601,Fundamentals of Thermodynamics,MENG,3
3602,Applied Fluid Mechanics,MENG,3
3605,Applied Thermodynamics,MENG,3
3705,System Dynamics,MENG,3
4208,Selection of Materials and Processes for Design,MENG,3
4221,Ceramics and Composites,MENG,3
4225,Polymers and Composites,MENG,3
4226,"Metals, Alloys and Composites",MENG,3
4227,Failure of Mechanical Components,MENG,3
4229,Nanostructured Materials,MENG,3
4232,"Materials, Processing, and Design",MENG,3
4239,Advanced Manufacturing Processes,MENG,3
4440,Engineering Operations Research,MENG,3
4441,Decision Support in Engineering Systems,MENG,3
4442,Reliability Engineering and Risk Analysis,MENG,3
4443,Systems Simulation,MENG,3
4444,Work Analysis and Design,MENG,3
4445,Production and Inventory Control,MENG,3
4448,Facilities Planning,MENG,3
4449,Maintenance Management Systems,MENG,3
4477,Manufacturing System Automation,MENG,3
4507,Mechanical Design II,MENG,3
4551,Computer-Aided Design and Prototyping,MENG,3
4553,Finite Element Method and Applications in Design,MENG,3
4554,Finite Element Method in Dynamic Analysis and Design,MENG,3
4555,"Applied Vibration Measurements, Analysis and Control",MENG,3
4558,Integrated Design,MENG,3
4565,Design of Engineering Systems,MENG,3
4606,Heat Transfer,MENG,4
4661,Turbo-Machinery,MENG,3
4662,Power Plant Technology,MENG,3
4663,Design of Renewable Energy Systems,MENG,3
4665,Internal Combustion Engines,MENG,3
4666,"Design of Heating, Ventilation, and Air Conditioning Systems",MENG,3
4667,Refrigeration and Air-conditioning,MENG,3
4756,Automatic Control Systems,MENG,3
4757,"Robotics: Design, Analysis and Control",MENG,3
4778,Microcontrollers and Mechatronics systems,MENG,3
4779,Integrated Design of Electromechanical Systems,MENG,3
4920,Special Problems in Engineering,MENG,NULL
4930,Selected Topics in Mechanical Engineering,MENG,3
4931,Selected Topics in Design,MENG,3
4932,Selected Topics in Materials and Manufacturing,MENG,3
4936,Selected Topics in Power Engineering,MENG,3
4937,Selected Topics in Mechatronics,MENG,3
4950,Industrial Training,MENG,1
4980,Senior Project I,MENG,1
4981,Senior Project II,MENG,2
5168,Nuclear Power Plant Engineering,MENG,3
5221,Advanced Topics in Mechanical Behavior of Engineering Materials,MENG,3
5222,Materials in Design and Manufacturing,MENG,3
5223,Physical Metallurgy,MENG,3
5224,Electronic Phenomena in Solids,MENG,3
5225,Deformation and Fracture of Materials,MENG,3
5226,Computer Methods in Materials Engineering,MENG,3
5227,"Composite Materials: Mechanics, Manufacturing, and Design",MENG,3
5228,Advanced Testing and Characterization Techniques,MENG,3
5229,Failure Analysis and Prevention,MENG,3
5230,Nanostructured Materials,MENG,3
5231,Fabrication of Nanomaterials For Films And Devices,MENG,3
5232,Simulation and Modeling for Nanoscale Materials and Systems,MENG,3
5234,Materials for Energy Conversion and Storage,MENG,3
5235,Biomaterials,MENG,3
5241,Integrated Manufacturing Systems,MENG,3
5242,Total Quality Management,MENG,3
5243,Systems Modeling and Optimization,MENG,3
5245,Production Systems Design,MENG,3
5248,Facilities Planning and Design,MENG,3
5251,Engineering Systems Analysis and Design,MENG,3
5253,Advanced Computer Aided Design,MENG,3
5254,Advanced Stress Analysis in Design and Manufacturing,MENG,3
5255,Analysis and Design of Dynamic Systems,MENG,3
5257,Engineering Design Methodologies,MENG,3
5258,Applied Finite Element Analysis for Engineers,MENG,3
5263,Cogeneration and Energy Storage,MENG,3
5265,CFD and Turbulence Modeling,MENG,3
5266,Solar Radiation and Energy Conversion,MENG,3
5270,"Applied Control, Vibration and Instrumentations",MENG,3
5271,"Robotics: Kinematics, Dynamics and Control",MENG,3
5272,Embedded Real Time Systems,MENG,3
5273,Modern Control Design,MENG,3
5274,"Autonomous Robotics: Modeling, Navigation and Control",MENG,3
5910,Independent Study in Engineering,MENG,3
5930,Advanced Topics in Engineering,MENG,3
5980,Capstone Project,MENG,3
5981,Research Guidance Thesis,MENG,3
6241,Stochastic Simulation,MENG,3
6255,Continuum Mechanics,MENG,3
6261,Sustainability of Thermal Systems,MENG,3
6262,Advanced Transport Phenomena,MENG,3
6263,Advanced Measurements in Thermofluids,MENG,3
6270,Nonlinear and Adaptive Control,MENG,3
6980,Research Guidance Dissertation,MENG,3
4210,Individual Study and Selected Readings,MEST,NULL
4301,Special Topics in Middle East Studies,MEST,3
5200,Migration and Refugee movements in the Middle East and North Africa,MEST,3
5201,A Critical Introduction to Middle East Studies,MEST,3
5202,Interdisciplinary Seminar in Middle East Studies,MEST,3
5205,Palestinian Refugee Issues,MEST,3
5280,Selected Topics,MEST,3
5281,Independent Study and Readings,MEST,3
5289,Comprehensives,MEST,0
5298,Research Methods,MEST,3
5299,Thesis,MEST,0
5100,Introduction to Migration and Refugee Studies,MRS,3
5101,International Refugee Law,MRS,3
5102,Migration & Refugee Movements in the Middle East and North Africa,MRS,3
5103,International Migration and Development,MRS,3
5104,Mobilities: Gender and Migration,MRS,3
5112,Psychosocial Issues in Forced Migration,MRS,3
5204,Research Methods in Migration and Refugees Studies,MRS,3
5205,Palestinian Refugee Issues,MRS,3
5206,Comparative Migration Policies,MRS,3
5207,Migrants & Refugees in the International System,MRS,3
5208,Special Topics in Migration and Refugee Studies,MRS,3
5209,"Migration, Integration and Citizenship",MRS,3
5213,Practicum in Psychosocial Interventions for Forced Migrants and Refugees,MRS,2
5214,Psychosocial Interventions for Forced Migrants and Refugees,MRS,3
5228,Migration in International Law,MRS,3
5284,Practicum: Internship or Research,MRS,3
5299,Research Guidance and Thesis,MRS,3
1010,The Songs of America,MUSC,3
1011,Vocal Methods,MUSC,3
1012,"Guitar and Piano: Accompaniment and improvisation ""by ear""",MUSC,3
1099,Selected Topics for Core Curriculum,MUSC,3
1800,Private Lessons in Voice or an Instrument,MUSC,1
1805,How to Read Music,MUSC,3
2000,World Music,MUSC,3
2099,Selected Topics for Core Curriculum,MUSC,3
2200,Introduction to Music,MUSC,3
2300,Introduction to Music Technology,MUSC,3
2301,Music Production Using Protools I,MUSC,3
2303,Microphone Techniques,MUSC,3
2400,Western Music Theory I,MUSC,3
2401,Sight-Singing and Aural Skills I,MUSC,1
2450,Arab Music Theory I,MUSC,3
2451,Maqam I (Arab Music Sight-Singing and Aural Skills),MUSC,1
2620,Arab Music Ensemble,MUSC,1
2630,Guitar Ensemble,MUSC,1
2640,Chamber Music Ensembles,MUSC,1
2650,Rehearsal/Performance Practicum,MUSC,1
2660,Chamber Singers,MUSC,1
2670,Cairo Choral Society,MUSC,1
2850,Private Instruction for Piano Proficiency,MUSC,1
3099,Selected Topics in Music,MUSC,3
3110,Diction for Singers in the Western Tradition,MUSC,3
3150,Western and Arab Musical Instruments,MUSC,3
3200,Music in the Western Tradition,MUSC,3
3250,Music in the Arab Tradition,MUSC,3
3304,Music Production for Visual Media,MUSC,3
3305,Electronic Music,MUSC,3
3306,Sound for Picture Production,MUSC,3
3307,Music for Film,MUSC,3
3308,Live Sound Reinforcement,MUSC,3
3400,Western Music Theory II,MUSC,3
3401,Sight-Singing and Aural Skills II,MUSC,1
3450,Arab Music Theory II,MUSC,3
3451,Maqam II (Arab Music Sight-Singing and Aural Skills),MUSC,1
3520,Guitar Pedagogy,MUSC,3
3900,Independent Study,MUSC,NULL
4308,Music Production Using Protools II,MUSC,3
4309,Digital Mixing Techniques,MUSC,3
4400,Western Music Theory III,MUSC,3
4401,Sight-Singing and Aural Skills III,MUSC,1
4800,Advanced Private Lessons in Voice or an Instrument,MUSC,3
4900,Advanced Seminar,MUSC,3
4980,Capstone Final Recital,MUSC,3
5200,"Nanomaterials, Synthesis, Processing and Applications",NANO,3
5202,Simulation and Modeling for Nanoscale Materials and Systems,NANO,3
5203,Advanced Testing and Characterization Techniques,NANO,3
5204,Fabrication of Nanomaterials For Films And Devices,NANO,3
5205,Nanochemistry,NANO,3
5206,Management and Economics of Nanotechnology,NANO,3
5207,Advanced Nanophysics,NANO,3
5210,Advanced Quantum Mechanics,NANO,3
5221,MEMS/NEMS Technology and Devices,NANO,3
5222,Advanced Semiconductor Physics,NANO,3
5232,Nanocomposite Science and Technology,NANO,3
5233,Materials for Energy Conversion and Storage,NANO,3
5241,The Chemistry of Nanostructures,NANO,3
5242,Nanoelectrochemistry,NANO,3
5251,Nanotechnology Applications in Construction Materials,NANO,3
5252,Nanotechnology in Studying Damage and Failure in Structures,NANO,3
5261,Advanced Solid-State Devices,NANO,3
5262,Advanced Integrated Circuit Design,NANO,3
5271,Bionanotechnology,NANO,3
5910,Independent Studies,NANO,NULL
5930,Selected Topics in Nanotechnology,NANO,3
5980,Research Guidance Thesis,NANO,3
6121,Nanophotonics,NANO,3
6230,Biomaterials,NANO,3
6240,Nanoporous Materials,NANO,3
6242,Nanocatalysis,NANO,3
6910,Independent Studies,NANO,NULL
6980,Research Guidance Dissertation,NANO,3
5211,Statistics in Business,OPMG,1.5
2011,Introduction to Petroleum Geology,PENG,2
2012,Geology Lab.,PENG,1
2013,Petroleum Industry Overview,PENG,1
2411,Electrical Engineering,PENG,2
2415,Materials Engineering,PENG,3
3011,Petroleum Geology and Exploration,PENG,3
3021,Reservoir Rock Properties,PENG,3
3022,Petrophysics and Fluids Lab,PENG,1
3111,Drilling Engineering I,PENG,3
3112,Drilling Engineering I Lab,PENG,1
3211,Reservoir Fluids,PENG,3
3215,Reservoir Engineering Fundamentals,PENG,3
3225,Natural Gas Engineering,PENG,3
3227,Formation Evaluation,PENG,4
3310,Well Completion and Workover,PENG,3
3321,Surface Facilities,PENG,3
3411,Thermodynamics,PENG,3
3413,Heat Transfer,PENG,3
3415,Principles of Energy Engineering,PENG,3
3420,Corrosion and Oxidation Protection,PENG,3
3421,Hydrogen and Fuel cells,PENG,3
4015,Exploration Methods,PENG,3
4121,Drilling Engineering II,PENG,3
4123,Drilling Fluids Engineering,PENG,3
4125,Advanced Well Construction,PENG,3
4223,Reservoir Simulation and Modeling,PENG,3
4224,Well Testing,PENG,3
4225,Secondary and Tertiary Recovery,PENG,3
4226,Petroleum Economics,PENG,3
4227,Reservoir Description and Characterization,PENG,3
4229,Unconventional Reservoirs,PENG,3
4313,Oil and Gas Transmission and Storage,PENG,3
4320,Artificial Lift Methods,PENG,3
4323,Petroleum Refining,PENG,3
4325,Well Stimulation,PENG,3
4330,"Health, Safety, Environment and Professional Ethics",PENG,3
4421,Renewable and Alternative Energy,PENG,3
4422,Energy conversion and materials,PENG,3
4423,Energy and the Environment,PENG,3
4425,Environmental Protection & Chemical Pollution,PENG,3
4427,Ground Water Hydrology and Contamination,PENG,3
4428,Greenhouse Technology and Emission Reduction,PENG,3
4429,Principles of Nuclear Engineering,PENG,3
4525,Petrochemical Technology,PENG,3
4920,Independent Studies in Petroleum and Energy Engineering,PENG,NULL
4930,Selected Topics in Petroleum and Energy Engineering,PENG,NULL
4950,Industrial Training,PENG,1
4980,Senior Project I,PENG,1
4981,Senior Project II,PENG,2
5112,Well Control,PENG,3
5131,Applied PVT and EOS Modelling,PENG,3
5134,Reservoir Management,PENG,3
5136,Advanced Reservoir Simulation,PENG,3
5141,Advanced formation evaluation,PENG,3
5142,Cased-hole logging,PENG,3
5144,Geostatistics,PENG,3
5211,Advanced Drilling,PENG,3
5221,Advanced Production Engineering,PENG,3
5222,Petroleum Assets Evaluation,PENG,3
5232,Advanced Well Testing,PENG,3
5233,Enhanced Oil Recovery,PENG,3
5235,Compositional Simulation,PENG,3
5243,Applied Techniques in Unconventional Reservoirs,PENG,3
5251,Selected Topics in Fundamentals of Petroleum Engineering,PENG,NULL
5252,Selected Advanced Topics in Petroleum Engineering,PENG,3
5253,Independent Study,PENG,3
5254,Research Guidance Thesis,PENG,3
5255,Capstone Project,PENG,3
6291,Advanced Research Seminar,PHDS,1
6216,Design and analysis of Experiments,PHDE,3
6291,Advanced Research Seminar,PHDE,1
2010,"Truth, Lies, and Logical Reasoning",PHIL,3
2099,Selected Topics for Core Curriculum,PHIL,3
2100,Philosophical Thinking,PHIL,3
2112,Philosophy of Religion,PHIL,3
2113,Introduction to Ethics,PHIL,3
2117,Political Philosophy,PHIL,3
2200,Philosophy and Globalization,PHIL,3
3010,Philosophy and Art,PHIL,3
3014,Literature and Philosophy,PHIL,3
3015,Islamic Philosophy,PHIL,3
3016,American Philosophy,PHIL,3
3017,Philosophy of Science and Technology,PHIL,3
3101,Classical Philosophy,PHIL,3
3102,Modern Philosophy,PHIL,3
3104,Metaphysics and Epistemology,PHIL,3
3200,Philosophy of History,PHIL,3
5100,Independent Study in Philosophy,PHIL,NULL
5101,Advanced Seminar in Classical Philosophy,PHIL,3
5104,Selected Topics in Contemporary Philosophy,PHIL,3
5109,Applied Ethics,PHIL,3
5112,Advanced Seminar in Aesthetics,PHIL,3
5117,Philosophy of Language,PHIL,3
5120,Advanced Seminar in Feminist Philosophy,PHIL,3
5121,Philosophical Logic,PHIL,3
5122,Advanced Seminar in Islamic Philosophy,PHIL,3
5123,Kant and Idealism,PHIL,3
5124,Advanced Seminar in Phenomenology,PHIL,3
5130,Philosophy of Mind,PHIL,3
5150,Philosophy and Film,PHIL,3
5199,Selected Topics in Philosophy,PHIL,3
5299,Research Guidance and Thesis,PHIL,0
1001,Physics for Poets,PHYS,3
1011,"Classical Mechanics, Sound and Heat",PHYS,3
1012,General Physics Laboratory I,PHYS,1
1021,Electricity and Magnetism,PHYS,3
1022,General Physics Laboratory II,PHYS,1
1930,Selected Topic for Core Curriculum,PHYS,3
2041,Foundations of Modern Physics,PHYS,3
2042,Modern Physics Laboratory,PHYS,1
2211,Introduction to Electronics,PHYS,3
2212,Electronics Laboratory,PHYS,2
2213,Electronics lab for Computer Scientists & Computer Engineers,PHYS,1
2221,Waves and Optics,PHYS,3
2222,Optics Laboratory,PHYS,1
3013,Theoretical Mechanics,PHYS,3
3023,Electromagnetic Theory,PHYS,3
3031,Thermodynamics and Statistical Mechanics,PHYS,3
3052,Nuclear Physics Lab,PHYS,1
3071,General Relativity and Cosmology,PHYS,3
3223,Advanced Optics,PHYS,3
3232,Solid-State Physics Lab,PHYS,2
3241,Computational Methods in Physics,PHYS,3
4042,Quantum Mechanics I,PHYS,3
4043,Quantum Mechanics II,PHYS,3
4051,Nuclear and Particle Physics,PHYS,3
4224,Photonics,PHYS,3
4225,Photonics and Optical Communication Laboratory,PHYS,1
4231,Introduction to Solid-State Physics,PHYS,3
4233,Semiconductor Physics,PHYS,3
4234,Solar Energy Lab,PHYS,1
4241,Introduction to Solar Energy,PHYS,3
4242,Introduction to Nanophysics,PHYS,3
4243,Physics of Solar Energy Conversion Nanosystems,PHYS,3
4244,Introduction to Nanotechnology,PHYS,3
4281,Experimental Methods in Physics,PHYS,3
4910,Independent Study,PHYS,NULL
4930,Selected Topics in Physics,PHYS,3
4980,Research Skills,PHYS,1
4981,Senior Thesis,PHYS,2
5013,Classical Mechanics,PHYS,3
5023,Classical Electrodynamics I,PHYS,3
5024,Fundamentals of Microwaves,PHYS,3
5032,Advanced Thermodynamics and Statistical Mechanics,PHYS,3
5043,Advanced Quantum Mechanics,PHYS,3
5061,Mathematical Physics,PHYS,3
5207,Advanced Nanophysics,PHYS,3
5235,Solid State Physics I,PHYS,3
5236,Advanced Semiconductor Physics,PHYS,3
5237,Solid State Physics II,PHYS,3
5242,Computational Physics,PHYS,3
5277,MEMS/NEMS Technology and Devices,PHYS,3
5282,Advanced Experimental Techniques,PHYS,3
5910,Independent Studies,PHYS,NULL
5930,Selected topics in Physics,PHYS,3
5980,Research Guidance and Thesis,PHYS,6
6025,Classical Electrodynamics II,PHYS,3
6121,Nanophotonics,PHYS,3
6225,Integrated Photonics,PHYS,3
6243,Computational Electromagnetics,PHYS,3
6930,Advanced Selected Topics in Physics,PHYS,3
1001,Introduction to Political Science,POLS,3
1099,Selected Topics in Political Science,POLS,3
2003,Introduction to Political Science II,POLS,3
2096,Selected Topics for Core Curriculum,POLS,3
